PRODUCT_ID,PRODUCT_NAME,CATEGORY_ID,SUBCATEGORY,BRAND,SUPPLIER_ID,UNIT_PRICE,UNIT_COST,WEIGHT_KG,IS_ACTIVE,LAUNCH_DATE,DISCONTINUE_DATE,SKU,DESCRIPTION
PRD-A4EB83E33A5,BlueHorizon Customizable grid-enabled standardization,CAT-0029,,NorthStar,SUP-49910D6AB48,855.1,492.46,43.515,True,2023-02-06,,SKU-63CA32548BB,Relate similar low source major include dog fact medical three situation article sign.
PRD-6435B665543,NorthStar Intuitive incremental infrastructure,CAT-0005,,AquaFlow,SUP-0A7C3BD33C7,552.74,382.5,20.37,True,2022-10-26,,SKU-82434EDF931,Interesting end area magazine despite player animal language determine then movie single book.
PRD-0A33890F86F,ZenCraft Seamless full-range capacity,CAT-0029,,NorthStar,SUP-9E85D5B5042,324.17,101.29,3.455,True,2026-04-17,,SKU-27A15E5195D,Music wear again here sister four good she as any decision movement world study how responsibility.
PRD-6542C329DF7,SilverPeak Diverse holistic groupware,CAT-0010,,AquaFlow,SUP-713BFCACB32,768.79,405.07,47.446,True,2022-12-16,,SKU-85C212249F9,Democratic safe vote already after wait bill huge machine church feeling discover significant.
PRD-B1256CB426C,SwiftLine Future-proofed value-added capability,CAT-0021,,AquaFlow,SUP-F4E1BF1C5A1,1149.97,588.54,12.556,True,2022-09-30,,SKU-EFE5316F4D6,Pretty capital scientist establish be available reveal several indeed address store painting.
PRD-A67AE1E76D3,NovaWave User-centric optimizing utilization,CAT-0008,,PrimeCore,SUP-68FE7A5B22B,1000.59,455.06,13.088,True,2022-04-11,,SKU-177E576B900,Create paper fine food mention age ever dark enough prevent likely fact behavior.
PRD-5BCE01C3F6D,GreenLeaf Realigned even-keeled matrices,CAT-0013,,EcoVibe,SUP-AE6A471A57B,574.73,383.11,42.656,True,2026-04-15,,SKU-3605F0CBFD8,Traditional mouth each admit market hour head national board difference window.
PRD-BEEC04CCDE8,AquaFlow Focused local hub,CAT-0021,,AquaFlow,SUP-91C3E48834B,893.0,299.26,35.506,True,2023-06-27,,SKU-D033CFFA5A4,None poor forward special wish believe college ten majority economic center pattern list rich.
PRD-23EC41FE2CF,VoltEdge Focused analyzing throughput,CAT-0012,,PureForm,SUP-DF351C3CCD4,603.41,219.04,25.487,True,2024-04-26,,SKU-652E463D372,Edge find full character focus north image accept real sense some nation fine present.
PRD-7B34702E827,NorthStar Triple-buffered mission-critical migration,CAT-0024,,NovaWave,SUP-855E8D35E44,282.06,173.79,18.509,True,2023-02-11,,SKU-85032E2B651,Teach yeah bank bit recognize heart series class security coach join will although interest color.
PRD-A7FA87B76DC,PrimeCore Pre-emptive client-driven synergy,CAT-0026,,VoltEdge,SUP-7E5E956E2B3,1225.84,410.03,23.985,True,2025-06-25,,SKU-38A50078577,Industry across brother yet result they even follow threat nor coach face rate sort weight.
PRD-56BDF6095C0,BlueHorizon Robust eco-centric leverage,CAT-0005,,GreenLeaf,SUP-E0EC49350F6,1151.93,403.33,34.037,True,2023-05-11,,SKU-6FB80D2405A,Decision form section you until clearly resource listen fish conference like year accept reduce.
PRD-BDFE6130627,TechPulse Cross-platform national knowledgebase,CAT-0009,,SwiftLine,SUP-19F4E91F2E3,1561.62,868.13,45.545,False,2022-07-06,,SKU-BB7EA026726,Behind person organization at player third general add cover exist treatment international.
PRD-A1B9270B8F6,BlueHorizon Multi-layered regional throughput,CAT-0015,,BlueHorizon,SUP-92EF2BF29EB,310.27,113.52,44.757,True,2025-02-12,,SKU-2D6A97A3C6E,Various night political dark or bill describe condition nor camera mission population him.
PRD-F82C5D9DDF0,TechPulse Reverse-engineered real-time focus group,CAT-0020,,SilverPeak,SUP-6F3633B308E,1271.94,661.84,4.762,True,2024-05-12,,SKU-151CF8FF90B,Protect list collection situation writer before sound chair close themselves follow time appear memory keep professor.
PRD-1F3E8B85C3E,SilverPeak Profit-focused well-modulated capability,CAT-0022,,ZenCraft,SUP-36FBF8BA494,1163.39,428.69,2.156,True,2023-02-20,2027-09-25,SKU-0C822BB618E,Nice help history listen find miss most third success western.
PRD-4689D5956AC,UrbanEdge Grass-roots transitional circuit,CAT-0027,,SilverPeak,SUP-0A7C3BD33C7,1543.19,626.32,1.611,True,2026-03-08,,SKU-92A1DE01D9B,Night majority smile rate newspaper itself give agent hand letter prove rock degree.
PRD-2F79FA4B460,UrbanEdge Ergonomic homogeneous hub,CAT-0026,,PrimeCore,SUP-3B9176F532D,1285.61,541.03,3.741,False,2024-04-13,,SKU-17D4C129CEA,Value yet cultural guess crime only foreign treat trouble.
PRD-DC207D6B275,SilverPeak Advanced real-time flexibility,CAT-0010,,BlueHorizon,SUP-B534098C432,971.08,370.57,16.034,True,2024-01-02,,SKU-201828A0D3B,Positive politics huge yet region ever arm.
PRD-37C17ED8738,NovaWave Assimilated transitional leverage,CAT-0036,,EcoVibe,SUP-55714A4DB43,800.44,483.68,12.163,True,2024-05-06,,SKU-77403DE3DB7,Place make list themselves seek space although ahead thus check save that capital information suffer argue.
PRD-3B1AC728991,SwiftLine Centralized foreground attitude,CAT-0027,,UrbanEdge,SUP-710C6C03474,286.05,91.61,40.693,True,2024-08-31,,SKU-0A2908B9446,Everyone system pretty scene four public tonight today college worry reveal hand add professor indicate.
PRD-C4D3CE30CFD,NovaWave Centralized asymmetric core,CAT-0030,,GreenLeaf,SUP-967C73FF3E4,383.72,139.57,24.919,False,2024-10-24,,SKU-D7009479796,Challenge entire common and part read important play success wait find night brother letter.
PRD-6FC12EC9866,SilverPeak Cross-group non-volatile Local Area Network,CAT-0023,,NorthStar,SUP-C15DF54A60E,917.18,363.47,14.14,True,2025-08-23,,SKU-B55B49803EE,Break bed role control option whole short small.
PRD-CF133053C3F,NorthStar Multi-layered logistical artificial intelligence,CAT-0007,,SwiftLine,SUP-AE6A471A57B,1346.68,557.93,44.135,True,2022-08-07,,SKU-9642E88176F,Film race wall ten section scene financial here expert everything.
PRD-DE91B1DA69C,SilverPeak Open-source directional core,CAT-0036,,UrbanEdge,SUP-DF351C3CCD4,735.05,338.29,27.706,False,2024-04-23,,SKU-9F156C3A87B,Third computer far recently enough majority official give politics last piece.
PRD-1A8E74B72C4,SilverPeak Automated optimal info-mediaries,CAT-0008,,TechPulse,SUP-8CC1F834771,1529.99,630.18,19.756,True,2025-08-15,,SKU-69CD686BD83,Mrs decision reduce get specific someone debate record mean.
PRD-AFF54A37F75,UrbanEdge Future-proofed background migration,CAT-0033,,SwiftLine,SUP-19F4E91F2E3,1878.2,1130.65,2.109,False,2025-08-12,,SKU-D941BD52AD3,Election life all boy probably cost cause only head help.
PRD-AE90B8EE536,TechPulse Automated fresh-thinking standardization,CAT-0033,,TechPulse,SUP-318DD7CACE2,1608.91,816.9,46.575,True,2024-06-04,,SKU-B500BA944B6,Picture thank account instead friend possible beyond tree.
PRD-3F35E9CEC7E,SilverPeak Persistent needs-based contingency,CAT-0022,,NovaWave,SUP-E72AF67AA51,1234.92,786.69,26.664,True,2023-01-14,,SKU-A9BC6167027,Keep pattern order reason room list during.
PRD-1F3722F5274,AquaFlow Right-sized global matrices,CAT-0008,,SwiftLine,SUP-3BD36A168F4,1632.42,730.25,15.453,True,2025-02-01,,SKU-0739FC3CF22,Feel wife theory shake too medical inside similar west husband agreement mention two.
PRD-B4E55619790,PrimeCore Total multi-tasking customer loyalty,CAT-0015,,VoltEdge,SUP-C97316F6A26,1260.37,679.04,29.218,True,2025-11-22,,SKU-E5C3C850E0A,Sell candidate four whether wife finally she soon learn close a challenge third feeling ball.
PRD-E43CB902CA2,TechPulse Expanded intermediate array,CAT-0016,,NorthStar,SUP-855E8D35E44,1241.37,790.09,47.415,True,2022-09-10,2025-06-13,SKU-68ACCD7798D,Child new simply above city beyond near hour defense line.
PRD-84975305AB7,UrbanEdge Persistent tertiary encryption,CAT-0027,,NovaWave,SUP-68FE7A5B22B,840.47,390.97,30.613,True,2023-05-20,,SKU-26A2828FB9C,Hold five very hundred force executive push their.
PRD-AA6E7BA145C,NovaWave Public-key asynchronous hardware,CAT-0014,,NovaWave,SUP-318DD7CACE2,1456.17,847.94,49.906,True,2024-06-19,,SKU-33A3D1108AE,Prove wife agree those concern dog gun may ability out huge back discover matter.
PRD-6B50D121659,NovaWave Innovative intermediate array,CAT-0022,,NovaWave,SUP-05CA9305BFE,1913.59,925.92,33.826,True,2021-09-30,,SKU-796449E871F,Himself conference character find push lose end western conference huge military blood.
PRD-762F924B648,GreenLeaf Monitored systemic superstructure,CAT-0013,,UrbanEdge,SUP-F4E1BF1C5A1,1608.29,652.56,27.949,True,2025-06-30,,SKU-41BC31F29AB,Pretty identify southern claim can medical rather activity.
PRD-D8E84C69267,UrbanEdge Synchronized impactful interface,CAT-0032,,BlueHorizon,SUP-4B218BE29EF,598.74,248.84,17.505,True,2024-09-29,,SKU-B16E9DDDB40,Field else plant page sort late health.
PRD-3D855A9D829,AquaFlow Managed national hierarchy,CAT-0035,,SwiftLine,SUP-1219E469671,550.55,192.0,40.937,True,2023-11-10,,SKU-B0CB7259ECE,Size wonder mother himself push character front various.
PRD-B8292B08D69,VoltEdge Exclusive multimedia pricing structure,CAT-0006,,BlueHorizon,SUP-DBE38ABF1D3,584.45,242.58,32.833,True,2024-06-07,,SKU-0CCCA7F3C16,Itself let always test least anyone out hard international push short age environment fall.
PRD-8D3941DD622,NovaWave Organized fresh-thinking framework,CAT-0018,,TechPulse,SUP-EB5D39C97B4,1656.76,676.71,30.822,True,2023-08-01,,SKU-EC016A965DA,Other ground already school eat base behind.
PRD-C9019561A1A,AquaFlow Sharable modular Internet solution,CAT-0015,,NorthStar,SUP-332689FE88F,1341.32,687.31,20.724,True,2025-02-08,,SKU-BFA0AC958E9,Generation leader pay try tough usually star notice American force although.
PRD-5C2780CF955,NovaWave Up-sized scalable workforce,CAT-0011,,SwiftLine,SUP-29A853646D1,1542.68,466.0,46.758,True,2024-07-12,,SKU-64850CA88A6,High woman bad until see institution against wear.
PRD-EF5BDF75508,BlueHorizon Streamlined value-added artificial intelligence,CAT-0019,,AquaFlow,SUP-5F54EA51FAA,402.91,276.22,45.406,False,2022-10-17,,SKU-2E9CA4E7B69,Whole soldier number yet past much soldier reason any of Democrat very ever.
PRD-59D9796A757,IronBark Enterprise-wide even-keeled middleware,CAT-0003,,IronBark,SUP-FF9492EFD56,1072.63,632.04,20.952,True,2024-12-01,,SKU-C84F0836FC4,Painting travel question evening imagine affect increase.
PRD-422A35B04D9,PureForm Future-proofed maximized policy,CAT-0032,,TechPulse,SUP-F9C75856D9B,77.5,49.17,48.11,True,2022-03-03,,SKU-B0F7DB95609,Best different remember determine particularly rock participant leave inside organization must little.
PRD-26AA49B549E,EcoVibe Mandatory global functionalities,CAT-0022,,PrimeCore,SUP-3B9176F532D,23.49,12.38,49.456,True,2024-04-10,,SKU-D2D7AE90281,State charge take material mother color hope idea produce number bad main.
PRD-28325CED6FA,GreenLeaf Configurable demand-driven synergy,CAT-0018,,UrbanEdge,SUP-87B711A11F2,1877.43,1202.35,16.601,True,2026-05-17,,SKU-69D8FBF2000,Hard factor firm purpose ahead person coach goal it yet age wind news make doctor.
PRD-424D0750CAD,BlueHorizon De-engineered homogeneous portal,CAT-0019,,SilverPeak,SUP-5D80DD8E3DB,1438.6,439.68,37.888,True,2026-01-23,,SKU-23012BB1B6F,Best design yeah number condition city since same husband.
PRD-0A818690911,NovaWave Versatile didactic instruction set,CAT-0021,,EcoVibe,SUP-F200D5FACB9,1794.6,1132.03,33.496,True,2023-07-17,,SKU-BC2CF6E5E94,Everything side picture professional rather plan player maybe mouth different identify series experience under church them.
PRD-D8D4C9FF4E8,PrimeCore Adaptive national groupware,CAT-0025,,UrbanEdge,SUP-769EF202E8E,650.59,259.73,37.712,True,2023-07-01,,SKU-395623BCA47,Prevent raise better oil individual industry country ahead difference particular me ball number impact.
PRD-13D195F64BD,AquaFlow Seamless dynamic concept,CAT-0024,,VoltEdge,SUP-F5550365C51,1447.15,440.76,3.2,True,2021-08-23,,SKU-48A51BBBA25,Personal range weight age over smile hope memory cover tree leader rich dream line require.
PRD-BA4920DBB91,IronBark De-engineered explicit architecture,CAT-0020,,VoltEdge,SUP-1F40BD3F22F,813.81,407.73,31.972,True,2022-07-07,,SKU-424B5D14060,Debate leave each owner wrong someone win.
PRD-F6D16B76089,GreenLeaf Customizable real-time groupware,CAT-0010,,GreenLeaf,SUP-F9C75856D9B,445.59,304.31,49.443,True,2023-12-28,,SKU-5688213F7EA,Each reveal attorney security radio image mind like history.
PRD-D2C377953CC,PureForm Fundamental transitional monitoring,CAT-0014,,PureForm,SUP-EB1AD04CCBD,1826.03,1100.99,34.049,True,2025-05-20,,SKU-F34A9B25DFE,Respond parent writer resource just still art speech stock.
PRD-280381BA4B7,BlueHorizon Balanced high-level initiative,CAT-0005,,IronBark,SUP-36FBF8BA494,1053.39,538.57,5.699,True,2025-02-05,,SKU-81FB0521938,Picture key skin billion suggest serious often social reveal hand prevent center during lot enough.
PRD-817A0479F64,TechPulse Team-oriented asynchronous knowledgebase,CAT-0021,,ZenCraft,SUP-06191A1B05A,408.3,210.14,22.148,True,2023-02-26,,SKU-2D2B1C0093B,Sell serious garden ready former late election every along cause miss ago they nor.
PRD-BB25D380417,GreenLeaf Integrated transitional complexity,CAT-0004,,GreenLeaf,SUP-81B1C7515D1,980.21,646.5,25.711,True,2025-01-15,2028-08-18,SKU-7372C9A454F,Plant little key far season reason chair factor his PM agreement deep field once else.
PRD-2ABD6876691,NorthStar User-friendly multi-state initiative,CAT-0026,,PrimeCore,SUP-06E8F4C3A9F,1347.17,570.21,37.316,True,2025-01-28,2028-01-03,SKU-93D60C76531,Peace color general choose system fire hear tend magazine college moment compare today add.
PRD-2C9923DC4DA,NorthStar Mandatory directional function,CAT-0005,,IronBark,SUP-0FBC16F09CD,1402.27,724.22,1.684,True,2026-03-10,,SKU-18370AF7663,Difference everything sing smile practice ground least tree trade style.
PRD-000553CEBB8,AquaFlow Progressive discrete support,CAT-0027,,BlueHorizon,SUP-96F4B7D2418,1532.83,1059.7,22.482,True,2025-09-09,,SKU-F50CBED133D,Hair allow phone weight medical even which suggest Mrs bag.
PRD-1257CA4F742,ZenCraft Organized non-volatile model,CAT-0035,,TechPulse,SUP-29A853646D1,165.1,113.2,43.028,True,2025-06-15,,SKU-F3B233FE841,Each something consumer view tax direction response concern without entire.
PRD-1442C9427F0,UrbanEdge User-friendly content-based superstructure,CAT-0001,,PureForm,SUP-5064F30F1ED,789.15,276.94,48.927,True,2022-11-23,,SKU-82E80F13CB7,Town car few debate during seven local better.
PRD-BDC17163C31,UrbanEdge Business-focused foreground utilization,CAT-0016,,GreenLeaf,SUP-91C3E48834B,851.14,384.47,7.841,True,2025-11-13,,SKU-63E1DC4DA2D,Cultural bring bar culture my Democrat maintain notice.
PRD-05075130A37,AquaFlow Customizable uniform intranet,CAT-0027,,SilverPeak,SUP-AA8998FA713,1532.15,479.39,46.818,True,2024-05-23,,SKU-ED690838529,Open play sense yeah edge imagine establish piece forget low.
PRD-BACA20FD0C5,GreenLeaf Stand-alone exuding firmware,CAT-0004,,UrbanEdge,SUP-16C6552F9F1,139.25,74.86,2.307,True,2022-12-04,,SKU-DE3EBA3637B,Eat every night final key with watch maintain five window like clear assume it fight.
PRD-E2D2A043CDD,TechPulse Organic global productivity,CAT-0033,,PrimeCore,SUP-A9E8F4728E7,1510.0,921.74,40.808,True,2026-01-30,,SKU-F1784007BD3,State cover board discussion film figure short line range until decision public food court how.
PRD-BE55C261E3C,BlueHorizon Diverse reciprocal protocol,CAT-0016,,PrimeCore,SUP-03ADCD54FB0,1197.85,681.59,49.286,True,2022-05-17,,SKU-A2FC98C861F,For might listen organization indicate risk director enjoy various.
PRD-F7396F38BF2,SilverPeak Multi-layered client-server function,CAT-0012,,AquaFlow,SUP-C1A32419C49,553.93,289.53,21.417,True,2025-08-20,,SKU-925EA4E8329,Risk stop firm final none several accept vote area impact position cause.
PRD-1BA5A5221EF,PureForm Grass-roots 3rdgeneration strategy,CAT-0034,,BlueHorizon,SUP-E49D2F75F44,1883.46,1070.82,20.875,True,2023-10-12,,SKU-72BFE3F5D17,Decade respond far health focus so for nice current Democrat.
PRD-8553B081F45,ZenCraft Grass-roots bi-directional archive,CAT-0015,,PrimeCore,SUP-E6661451775,1510.06,739.03,7.303,True,2024-01-02,2027-04-26,SKU-61B38D3765C,Civil reveal walk or weight water sit hope where religious.
PRD-2EEF9BF8281,TechPulse Robust optimizing implementation,CAT-0025,,UrbanEdge,SUP-BC1A55BB0F4,1935.73,1012.22,10.247,True,2022-10-04,,SKU-1C913570D22,Big policy everybody hard type book care seek.
PRD-D9E1C957686,VoltEdge Vision-oriented upward-trending installation,CAT-0013,,NorthStar,SUP-D6D36B5599A,1695.03,571.2,18.921,True,2023-02-16,2024-07-14,SKU-4C5E737BC99,Them operation off no just foreign national produce news.
PRD-A43CCBA5674,VoltEdge Team-oriented 3rdgeneration challenge,CAT-0036,,UrbanEdge,SUP-4B218BE29EF,380.39,230.01,10.524,True,2025-07-20,,SKU-0F6075FF144,That recognize school whatever guess significant section Democrat.
PRD-16D4DDE81B5,UrbanEdge Focused logistical hierarchy,CAT-0008,,VoltEdge,SUP-C82E262A39C,1818.44,699.6,23.998,True,2023-02-10,,SKU-D546DA7E308,Current will else page usually cell politics interview south something story art.
PRD-9E7E9E2E70E,NovaWave Multi-layered 3rdgeneration open system,CAT-0021,,PureForm,SUP-572CE8A4942,413.0,275.08,19.095,True,2026-05-26,,SKU-7652192A618,Yet where their force much executive free attack away begin next both citizen.
PRD-42FC9C094D7,GreenLeaf Cross-group object-oriented Local Area Network,CAT-0030,,EcoVibe,SUP-7E5E956E2B3,526.82,266.11,23.528,True,2024-01-21,,SKU-599B1E07757,Practice course authority range stand letter threat yes charge form consider offer law sit science way.
PRD-C5B9F023453,SilverPeak Open-architected object-oriented frame,CAT-0015,,VoltEdge,SUP-EB5D2A674AD,744.56,346.65,0.909,True,2025-11-27,,SKU-658F0189E99,Perhaps hope across follow character talk once.
PRD-A7F1BF576C3,UrbanEdge Public-key logistical projection,CAT-0022,,UrbanEdge,SUP-96F4B7D2418,1441.42,602.62,28.532,True,2025-04-22,,SKU-20D49D419EF,Show off great they test check significant deal consider ago.
PRD-29764667C61,PureForm Balanced zero-defect capacity,CAT-0032,,VoltEdge,SUP-B443FA83AFC,1887.21,820.98,37.006,True,2024-06-28,,SKU-7EDAEE886C2,Give attorney that up probably cut clear yard do turn sign agree there want but.
PRD-4F1A63AA25C,NovaWave Assimilated leadingedge synergy,CAT-0032,,TechPulse,SUP-F242F966961,707.59,251.89,49.517,True,2026-03-12,,SKU-C545D82E40B,Herself land human day herself sport behavior compare tree right.
PRD-7C078021146,ZenCraft Versatile demand-driven capability,CAT-0004,,PureForm,SUP-2A33B87FB9D,1678.94,553.6,20.678,True,2022-02-16,,SKU-252860F02BF,Scientist group yet indeed decision before medical long meet war administration herself information which.
PRD-CDDF4B79E7F,NovaWave Multi-lateral fault-tolerant architecture,CAT-0030,,BlueHorizon,SUP-5F54EA51FAA,1415.8,429.92,30.93,True,2022-01-08,,SKU-D7FA0DAA5C0,Watch present director red practice special then administration who role today animal suggest.
PRD-C853A319B5F,NorthStar Advanced clear-thinking model,CAT-0035,,NovaWave,SUP-CFAF083F7BA,968.99,479.79,0.691,True,2022-05-27,,SKU-42A5414AD9E,Cell like although other decide science fall pay statement.
